idx,size,x,y,grid_size
2259255,10,0,1,7
2259255,10,0,4,7
2259255,10,1,4,7
2259255,10,2,6,7
2259255,10,5,6,7
2259255,10,6,1,7
2259255,10,6,3,7
2259255,10,6,4,7
2259255,10,6,6,7
2259281,10,0,0,7
2259281,10,0,1,7
2259281,10,0,4,7
2259281,10,1,4,7
2259281,10,2,6,7
2259281,10,5,4,7
2259281,10,5,6,7
2259281,10,6,1,7
2259281,10,6,4,7
2259281,10,6,6,7
2259283,10,0,0,7
2259283,10,0,1,7
2259283,10,0,4,7
2259283,10,1,4,7
2259283,10,2,6,7
2259283,10,5,4,7
2259283,10,5,6,7
2259283,10,6,1,7
2259283,10,6,3,7
2259283,10,6,6,7
2259299,10,0,0,7
2259299,10,0,1,7
2259299,10,0,4,7
2259299,10,1,4,7
2259299,10,2,6,7
2259299,10,5,0,7
2259299,10,6,1,7
2259299,10,6,3,7
2259299,10,6,4,7
2259299,10,6,6,7
2259307,10,0,0,7
2259307,10,0,1,7
2259307,10,0,4,7
2259307,10,1,4,7
2259307,10,2,6,7
2259307,10,5,0,7
2259307,10,5,6,7
2259307,10,6,1,7
2259307,10,6,4,7
2259307,10,6,6,7
2259390,10,0,0,7
2259390,10,0,1,7
2259390,10,0,4,7
2259390,10,1,4,7
2259390,10,2,5,7
2259390,10,2,6,7
2259390,10,5,0,7
2259390,10,5,6,7
2259390,10,6,1,7
2259390,10,6,6,7
2259550,10,0,0,7
2259550,10,0,1,7
2259550,10,0,4,7
2259550,10,1,4,7
2259550,10,1,6,7
2259550,10,2,6,7
2259550,10,5,6,7
2259550,10,6,3,7
2259550,10,6,4,7
2259550,10,6,6,7
2259560,10,0,0,7
2259560,10,0,1,7
2259560,10,0,4,7
2259560,10,1,4,7
2259560,10,1,6,7
2259560,10,2,6,7
2259560,10,5,4,7
2259560,10,5,6,7
2259560,10,6,4,7
2259560,10,6,6,7
2259562,10,0,0,7
2259562,10,0,1,7
2259562,10,0,4,7
2259562,10,1,4,7
2259562,10,1,6,7
2259562,10,2,6,7
2259562,10,5,4,7
2259562,10,5,6,7
2259562,10,6,3,7
2259562,10,6,6,7
2260106,10,0,0,7
2260106,10,0,1,7
2260106,10,0,4,7
2260106,10,1,3,7
2260106,10,2,3,7
2260106,10,4,3,7
2260106,10,5,3,7
2260106,10,6,0,7
2260106,10,6,1,7
2260106,10,6,4,7
2260694,10,0,0,7
2260694,10,0,1,7
2260694,10,0,4,7
2260694,10,0,5,7
2260694,10,2,1,7
2260694,10,2,5,7
2260694,10,2,6,7
2260694,10,3,0,7
2260694,10,5,6,7
2260694,10,6,6,7
2260787,10,0,0,7
2260787,10,0,1,7
2260787,10,0,4,7
2260787,10,0,5,7
2260787,10,2,0,7
2260787,10,2,6,7
2260787,10,3,0,7
2260787,10,3,6,7
2260787,10,5,6,7
2260787,10,6,6,7
2260816,10,0,0,7
2260816,10,0,1,7
2260816,10,0,4,7
2260816,10,0,5,7
2260816,10,2,0,7
2260816,10,2,5,7
2260816,10,3,0,7
2260816,10,3,6,7
2260816,10,5,6,7
2260816,10,6,6,7
2260832,10,0,0,7
2260832,10,0,1,7
2260832,10,0,4,7
2260832,10,0,5,7
2260832,10,2,0,7
2260832,10,2,5,7
2260832,10,2,6,7
2260832,10,3,0,7
2260832,10,5,6,7
2260832,10,6,6,7
2260890,10,0,0,7
2260890,10,0,1,7
2260890,10,0,4,7
2260890,10,0,5,7
2260890,10,2,0,7
2260890,10,2,1,7
2260890,10,2,5,7
2260890,10,2,6,7
2260890,10,5,6,7
2260890,10,6,6,7
2265071,10,0,0,7
2265071,10,0,1,7
2265071,10,0,3,7
2265071,10,1,4,7
2265071,10,2,6,7
2265071,10,5,6,7
2265071,10,6,1,7
2265071,10,6,3,7
2265071,10,6,4,7
2265071,10,6,6,7
2265087,10,0,0,7
2265087,10,0,1,7
2265087,10,0,3,7
2265087,10,1,4,7
2265087,10,2,6,7
2265087,10,5,0,7
2265087,10,6,1,7
2265087,10,6,3,7
2265087,10,6,4,7
2265087,10,6,6,7
2265122,10,0,0,7
2265122,10,0,1,7
2265122,10,0,3,7
2265122,10,1,4,7
2265122,10,2,6,7
2265122,10,4,4,7
2265122,10,6,0,7
2265122,10,6,1,7
2265122,10,6,3,7
2265122,10,6,4,7
2265198,10,0,0,7
2265198,10,0,1,7
2265198,10,0,3,7
2265198,10,1,4,7
2265198,10,2,4,7
2265198,10,4,4,7
2265198,10,5,4,7
2265198,10,6,0,7
2265198,10,6,1,7
2265198,10,6,3,7
2265302,10,0,0,7
2265302,10,0,1,7
2265302,10,0,3,7
2265302,10,1,4,7
2265302,10,1,6,7
2265302,10,2,6,7
2265302,10,5,6,7
2265302,10,6,3,7
2265302,10,6,4,7
2265302,10,6,6,7
2265313,10,0,0,7
2265313,10,0,1,7
2265313,10,0,3,7
2265313,10,1,4,7
2265313,10,1,6,7
2265313,10,2,6,7
2265313,10,4,4,7
2265313,10,6,0,7
2265313,10,6,3,7
2265313,10,6,4,7
2266188,10,0,0,7
2266188,10,0,1,7
2266188,10,0,3,7
2266188,10,1,3,7
2266188,10,1,5,7
2266188,10,5,3,7
2266188,10,5,5,7
2266188,10,6,0,7
2266188,10,6,1,7
2266188,10,6,3,7
2266211,10,0,0,7
2266211,10,0,1,7
2266211,10,0,3,7
2266211,10,1,3,7
2266211,10,1,5,7
2266211,10,4,5,7
2266211,10,5,3,7
2266211,10,5,5,7
2266211,10,6,0,7
2266211,10,6,3,7
2266892,10,0,0,7
2266892,10,0,1,7
2266892,10,0,3,7
2266892,10,0,4,7
2266892,10,2,6,7
2266892,10,5,6,7
2266892,10,6,1,7
2266892,10,6,3,7
2266892,10,6,4,7
2266892,10,6,6,7
2266913,10,0,0,7
2266913,10,0,1,7
2266913,10,0,3,7
2266913,10,0,4,7
2266913,10,2,6,7
2266913,10,5,5,7
2266913,10,5,6,7
2266913,10,6,1,7
2266913,10,6,3,7
2266913,10,6,4,7
2266929,10,0,0,7
2266929,10,0,1,7
2266929,10,0,3,7
2266929,10,0,4,7
2266929,10,2,6,7
2266929,10,5,0,7
2266929,10,6,1,7
2266929,10,6,3,7
2266929,10,6,4,7
2266929,10,6,6,7
2267094,10,0,0,7
2267094,10,0,1,7
2267094,10,0,3,7
2267094,10,0,4,7
2267094,10,2,5,7
2267094,10,2,6,7
2267094,10,5,5,7
2267094,10,5,6,7
2267094,10,6,1,7
2267094,10,6,4,7
2267182,10,0,0,7
2267182,10,0,1,7
2267182,10,0,3,7
2267182,10,0,4,7
2267182,10,2,4,7
2267182,10,4,6,7
2267182,10,5,4,7
2267182,10,6,0,7
2267182,10,6,1,7
2267182,10,6,3,7
2267257,10,0,0,7
2267257,10,0,1,7
2267257,10,0,3,7
2267257,10,0,4,7
2267257,10,2,0,7
2267257,10,5,6,7
2267257,10,6,1,7
2267257,10,6,3,7
2267257,10,6,4,7
2267257,10,6,6,7
2267298,10,0,0,7
2267298,10,0,1,7
2267298,10,0,3,7
2267298,10,0,4,7
2267298,10,2,0,7
2267298,10,5,3,7
2267298,10,5,6,7
2267298,10,6,1,7
2267298,10,6,4,7
2267298,10,6,6,7
2267300,10,0,0,7
2267300,10,0,1,7
2267300,10,0,3,7
2267300,10,0,4,7
2267300,10,2,0,7
2267300,10,5,3,7
2267300,10,5,6,7
2267300,10,6,1,7
2267300,10,6,3,7
2267300,10,6,6,7
2267332,10,0,0,7
2267332,10,0,1,7
2267332,10,0,3,7
2267332,10,0,4,7
2267332,10,2,0,7
2267332,10,5,0,7
2267332,10,6,1,7
2267332,10,6,3,7
2267332,10,6,4,7
2267332,10,6,6,7
2267418,10,0,0,7
2267418,10,0,1,7
2267418,10,0,3,7
2267418,10,0,4,7
2267418,10,2,0,7
2267418,10,2,5,7
2267418,10,5,3,7
2267418,10,5,6,7
2267418,10,6,1,7
2267418,10,6,6,7
2267419,10,0,0,7
2267419,10,0,1,7
2267419,10,0,3,7
2267419,10,0,4,7
2267419,10,2,0,7
2267419,10,2,5,7
2267419,10,5,3,7
2267419,10,5,6,7
2267419,10,6,1,7
2267419,10,6,4,7
2267460,10,0,0,7
2267460,10,0,1,7
2267460,10,0,3,7
2267460,10,0,4,7
2267460,10,2,0,7
2267460,10,2,4,7
2267460,10,5,1,7
2267460,10,5,3,7
2267460,10,6,1,7
2267460,10,6,3,7
2267628,10,0,0,7
2267628,10,0,1,7
2267628,10,0,3,7
2267628,10,0,4,7
2267628,10,1,6,7
2267628,10,2,6,7
2267628,10,5,6,7
2267628,10,6,3,7
2267628,10,6,4,7
2267628,10,6,6,7
2267638,10,0,0,7
2267638,10,0,1,7
2267638,10,0,3,7
2267638,10,0,4,7
2267638,10,1,6,7
2267638,10,2,6,7
2267638,10,5,5,7
2267638,10,5,6,7
2267638,10,6,3,7
2267638,10,6,4,7
