idx,size,x,y,grid_size
1,1,0,0,1
1,2,1,0,2
1,2,1,1,2
3,2,0,1,2
3,2,1,1,2
4,2,0,1,2
4,2,1,0,2
6,2,0,0,2
6,2,1,1,2
7,2,0,0,2
7,2,1,0,2
8,2,0,0,2
8,2,0,1,2
24,4,1,0,3
24,4,1,2,3
24,4,2,0,3
24,4,2,2,3
36,4,0,2,3
36,4,1,2,3
36,4,2,0,3
36,4,2,1,3
42,4,0,2,3
42,4,1,0,3
42,4,1,2,3
42,4,2,0,3
60,4,0,1,3
60,4,0,2,3
60,4,2,1,3
60,4,2,2,3
62,4,0,1,3
62,4,0,2,3
62,4,2,0,3
62,4,2,1,3
64,4,0,1,3
64,4,0,2,3
64,4,1,0,3
64,4,2,0,3
79,4,0,0,3
79,4,1,0,3
79,4,2,1,3
79,4,2,2,3
81,4,0,0,3
81,4,1,0,3
81,4,1,2,3
81,4,2,2,3
85,4,0,0,3
85,4,0,2,3
85,4,1,0,3
85,4,1,2,3
89,4,0,0,3
89,4,0,1,3
89,4,2,1,3
89,4,2,2,3
91,4,0,0,3
91,4,0,1,3
91,4,2,0,3
91,4,2,1,3
93,4,0,0,3
93,4,0,1,3
93,4,1,2,3
93,4,2,2,3
573,6,0,2,4
573,6,0,3,4
573,6,2,0,4
573,6,2,3,4
573,6,3,0,4
573,6,3,2,4
724,6,0,1,4
724,6,0,3,4
724,6,1,0,4
724,6,1,3,4
724,6,3,0,4
724,6,3,1,4
953,6,0,0,4
953,6,0,2,4
953,6,1,0,4
953,6,1,3,4
953,6,3,2,4
953,6,3,3,4
991,6,0,0,4
991,6,0,1,4
991,6,2,0,4
991,6,2,3,4
991,6,3,1,4
991,6,3,3,4
3806,7,0,4,5
3806,7,2,1,5
3806,7,2,4,5
3806,7,3,0,5
3806,7,3,4,5
3806,7,4,0,5
3806,7,4,3,5
4596,7,0,4,5
4596,7,1,0,5
4596,7,1,4,5
4596,7,3,0,5
4596,7,3,1,5
4596,7,3,3,5
4596,7,4,4,5
4715,7,0,4,5
4715,7,1,0,5
4715,7,1,1,5
4715,7,1,3,5
4715,7,3,0,5
4715,7,3,4,5
4715,7,4,4,5
5089,7,0,3,5
5089,7,2,0,5
5089,7,2,3,5
5089,7,2,4,5
5089,7,4,0,5
5089,7,4,1,5
5089,7,4,4,5
5120,7,0,3,5
5120,7,2,0,5
5120,7,2,1,5
5120,7,2,4,5
5120,7,4,0,5
5120,7,4,1,5
5120,7,4,4,5
5950,7,0,3,5
5950,7,0,4,5
5950,7,2,0,5
5950,7,2,3,5
5950,7,2,4,5
5950,7,4,0,5
5950,7,4,1,5
5962,7,0,3,5
5962,7,0,4,5
5962,7,2,0,5
5962,7,2,1,5
5962,7,2,4,5
5962,7,4,0,5
5962,7,4,1,5
5985,7,0,3,5
5985,7,0,4,5
5985,7,1,2,5
5985,7,3,4,5
5985,7,4,0,5
5985,7,4,2,5
5985,7,4,3,5
7132,7,0,2,5
7132,7,0,4,5
7132,7,1,4,5
7132,7,3,0,5
7132,7,3,2,5
7132,7,4,2,5
7132,7,4,4,5
7134,7,0,2,5
7134,7,0,4,5
7134,7,1,4,5
7134,7,3,0,5
7134,7,3,2,5
7134,7,4,0,5
7134,7,4,2,5
7193,7,0,2,5
7193,7,0,4,5
7193,7,1,2,5
7193,7,1,4,5
7193,7,3,0,5
7193,7,4,2,5
7193,7,4,4,5
7195,7,0,2,5
7195,7,0,4,5
7195,7,1,2,5
7195,7,1,4,5
7195,7,3,0,5
7195,7,4,0,5
7195,7,4,2,5
7245,7,0,2,5
7245,7,0,4,5
7245,7,1,0,5
7245,7,3,2,5
7245,7,3,4,5
7245,7,4,2,5
7245,7,4,4,5
7247,7,0,2,5
7247,7,0,4,5
7247,7,1,0,5
7247,7,3,2,5
7247,7,3,4,5
7247,7,4,0,5
7247,7,4,2,5
7270,7,0,2,5
7270,7,0,4,5
7270,7,1,0,5
7270,7,1,2,5
7270,7,3,4,5
7270,7,4,2,5
7270,7,4,4,5
7272,7,0,2,5
7272,7,0,4,5
7272,7,1,0,5
7272,7,1,2,5
7272,7,3,4,5
7272,7,4,0,5
7272,7,4,2,5
7913,7,0,1,5
7913,7,2,0,5
7913,7,2,3,5
7913,7,2,4,5
7913,7,4,0,5
7913,7,4,3,5
7913,7,4,4,5
7940,7,0,1,5
7940,7,2,0,5
7940,7,2,1,5
7940,7,2,4,5
7940,7,4,0,5
7940,7,4,3,5
7940,7,4,4,5
8677,7,0,1,5
8677,7,0,4,5
8677,7,2,0,5
8677,7,2,3,5
8677,7,2,4,5
8677,7,4,0,5
8677,7,4,3,5
8685,7,0,1,5
8685,7,0,4,5
8685,7,2,0,5
8685,7,2,1,5
8685,7,2,4,5
8685,7,4,0,5
8685,7,4,3,5
8846,7,0,1,5
8846,7,0,4,5
8846,7,1,0,5
8846,7,1,4,5
8846,7,2,0,5
8846,7,2,3,5
8846,7,4,0,5
8978,7,0,1,5
8978,7,0,3,5
8978,7,1,3,5
8978,7,3,3,5
8978,7,4,0,5
8978,7,4,1,5
8978,7,4,4,5
9025,7,0,1,5
9025,7,0,3,5
9025,7,1,1,5
9025,7,3,1,5
9025,7,4,0,5
9025,7,4,3,5
9025,7,4,4,5
9425,7,0,1,5
9425,7,0,2,5
9425,7,0,4,5
9425,7,1,0,5
9425,7,3,2,5
9425,7,4,0,5
9425,7,4,1,5
9847,7,0,0,5
9847,7,2,0,5
9847,7,2,3,5
9847,7,3,0,5
9847,7,3,4,5
9847,7,4,1,5
9847,7,4,4,5
10374,7,0,0,5
10374,7,1,1,5
10374,7,1,3,5
10374,7,1,4,5
10374,7,3,0,5
10374,7,3,4,5
10374,7,4,0,5
10586,7,0,0,5
10586,7,1,0,5
10586,7,1,4,5
10586,7,3,1,5
10586,7,3,3,5
10586,7,3,4,5
10586,7,4,0,5
11025,7,0,0,5
11025,7,0,3,5
11025,7,2,0,5
11025,7,2,3,5
11025,7,2,4,5
11025,7,4,1,5
11025,7,4,4,5
11034,7,0,0,5
11034,7,0,3,5
11034,7,2,0,5
11034,7,2,1,5
11034,7,2,4,5
11034,7,4,1,5
11034,7,4,4,5
11192,7,0,0,5
11192,7,0,3,5
11192,7,1,0,5
11192,7,1,4,5
11192,7,2,1,5
11192,7,2,4,5
11192,7,4,4,5
11235,7,0,0,5
11235,7,0,3,5
11235,7,0,4,5
11235,7,2,0,5
11235,7,2,3,5
11235,7,2,4,5
11235,7,4,1,5
11239,7,0,0,5
11239,7,0,3,5
11239,7,0,4,5
11239,7,2,0,5
11239,7,2,1,5
11239,7,2,4,5
11239,7,4,1,5
11248,7,0,0,5
11248,7,0,3,5
11248,7,0,4,5
11248,7,1,1,5
11248,7,3,1,5
11248,7,4,1,5
11248,7,4,3,5
11371,7,0,0,5
11371,7,0,2,5
11371,7,1,4,5
11371,7,3,0,5
11371,7,3,2,5
11371,7,4,2,5
11371,7,4,4,5
11373,7,0,0,5
11373,7,0,2,5
11373,7,1,4,5
11373,7,3,0,5
11373,7,3,2,5
11373,7,4,0,5
11373,7,4,2,5
11446,7,0,0,5
11446,7,0,2,5
11446,7,1,2,5
11446,7,1,4,5
11446,7,3,0,5
11446,7,4,2,5
11446,7,4,4,5
11448,7,0,0,5
11448,7,0,2,5
11448,7,1,2,5
11448,7,1,4,5
11448,7,3,0,5
11448,7,4,0,5
11448,7,4,2,5
11479,7,0,0,5
11479,7,0,2,5
11479,7,1,0,5
11479,7,3,2,5
11479,7,3,4,5
11479,7,4,2,5
11479,7,4,4,5
11481,7,0,0,5
11481,7,0,2,5
11481,7,1,0,5
11481,7,3,2,5
11481,7,3,4,5
11481,7,4,0,5
11481,7,4,2,5
11521,7,0,0,5
11521,7,0,2,5
11521,7,1,0,5
11521,7,1,2,5
11521,7,3,4,5
11521,7,4,2,5
11521,7,4,4,5
11523,7,0,0,5
11523,7,0,2,5
11523,7,1,0,5
11523,7,1,2,5
11523,7,3,4,5
11523,7,4,0,5
11523,7,4,2,5
11565,7,0,0,5
11565,7,0,2,5
11565,7,0,3,5
11565,7,1,4,5
11565,7,3,2,5
11565,7,4,3,5
11565,7,4,4,5
11789,7,0,0,5
11789,7,0,1,5
11789,7,2,0,5
11789,7,2,3,5
11789,7,2,4,5
11789,7,4,3,5
11789,7,4,4,5
11799,7,0,0,5
11799,7,0,1,5
11799,7,2,0,5
11799,7,2,1,5
11799,7,2,4,5
11799,7,4,3,5
11799,7,4,4,5
11889,7,0,0,5
11889,7,0,1,5
11889,7,1,2,5
11889,7,3,0,5
11889,7,4,1,5
11889,7,4,2,5
11889,7,4,4,5
11937,7,0,0,5
11937,7,0,1,5
11937,7,0,4,5
11937,7,2,0,5
11937,7,2,3,5
11937,7,2,4,5
11937,7,4,3,5
11941,7,0,0,5
11941,7,0,1,5
11941,7,0,4,5
11941,7,2,0,5
11941,7,2,1,5
11941,7,2,4,5
11941,7,4,3,5
11953,7,0,0,5
11953,7,0,1,5
11953,7,0,4,5
11953,7,1,3,5
11953,7,3,3,5
11953,7,4,1,5
11953,7,4,3,5
50710,9,0,5,6
50710,9,1,5,6
50710,9,3,0,6
50710,9,3,1,6
50710,9,3,4,6
50710,9,3,5,6
50710,9,5,0,6
50710,9,5,1,6
50710,9,5,4,6
70942,9,0,4,6
70942,9,0,5,6
70942,9,2,1,6
70942,9,2,5,6
70942,9,3,1,6
70942,9,3,5,6
70942,9,4,0,6
70942,9,5,0,6
70942,9,5,4,6
72030,9,0,4,6
72030,9,0,5,6
72030,9,1,2,6
72030,9,1,3,6
72030,9,4,0,6
72030,9,4,5,6
72030,9,5,0,6
72030,9,5,2,6
72030,9,5,3,6
84342,9,0,3,6
84342,9,0,5,6
84342,9,1,3,6
84342,9,1,5,6
84342,9,4,3,6
84342,9,4,5,6
84342,9,5,0,6
84342,9,5,1,6
84342,9,5,3,6
103653,9,0,2,6
103653,9,0,4,6
103653,9,0,5,6
103653,9,1,0,6
103653,9,1,2,6
103653,9,4,0,6
103653,9,4,2,6
103653,9,5,0,6
103653,9,5,2,6
106948,9,0,2,6
106948,9,0,3,6
106948,9,0,5,6
106948,9,1,0,6
106948,9,1,5,6
106948,9,4,2,6
106948,9,4,3,6
106948,9,5,0,6
106948,9,5,1,6
118652,9,0,1,6
118652,9,0,5,6
118652,9,1,5,6
118652,9,2,0,6
118652,9,2,4,6
118652,9,3,0,6
118652,9,3,4,6
118652,9,5,0,6
118652,9,5,1,6
122403,9,0,1,6
122403,9,0,4,6
122403,9,0,5,6
122403,9,2,0,6
122403,9,2,1,6
122403,9,2,4,6
122403,9,2,5,6
122403,9,4,0,6
122403,9,5,0,6
140473,9,0,0,6
140473,9,1,0,6
140473,9,3,0,6
140473,9,3,1,6
140473,9,3,4,6
140473,9,3,5,6
140473,9,5,1,6
140473,9,5,4,6
140473,9,5,5,6
145984,9,0,0,6
145984,9,0,4,6
145984,9,1,0,6
145984,9,2,1,6
145984,9,2,5,6
145984,9,3,1,6
145984,9,3,5,6
145984,9,5,4,6
145984,9,5,5,6
152230,9,0,0,6
152230,9,0,2,6
152230,9,1,0,6
152230,9,1,2,6
152230,9,4,0,6
152230,9,4,2,6
152230,9,5,2,6
152230,9,5,4,6
152230,9,5,5,6
153089,9,0,0,6
153089,9,0,2,6
153089,9,0,3,6
153089,9,1,0,6
153089,9,1,5,6
153089,9,4,2,6
153089,9,4,3,6
153089,9,5,4,6
153089,9,5,5,6
155229,9,0,0,6
155229,9,0,1,6
155229,9,2,0,6
155229,9,2,4,6
155229,9,3,0,6
155229,9,3,4,6
155229,9,4,5,6
155229,9,5,1,6
155229,9,5,5,6
156569,9,0,0,6
156569,9,0,1,6
156569,9,1,2,6
156569,9,1,3,6
156569,9,4,0,6
156569,9,4,5,6
156569,9,5,2,6
156569,9,5,3,6
156569,9,5,5,6
157205,9,0,0,6
157205,9,0,1,6
157205,9,0,4,6
157205,9,2,0,6
157205,9,2,1,6
157205,9,2,4,6
157205,9,2,5,6
157205,9,4,5,6
157205,9,5,5,6
157829,9,0,0,6
157829,9,0,1,6
157829,9,0,3,6
157829,9,1,3,6
157829,9,1,5,6
157829,9,4,3,6
157829,9,4,5,6
157829,9,5,3,6
157829,9,5,5,6
81621,10,2,4,7
81621,10,2,6,7
81621,10,3,0,7
81621,10,3,1,7
81621,10,3,6,7
81621,10,5,0,7
81621,10,5,1,7
81621,10,5,6,7
81621,10,6,4,7
81621,10,6,6,7
132292,10,2,1,7
132292,10,2,2,7
132292,10,2,4,7
132292,10,2,5,7
132292,10,3,0,7
132292,10,3,6,7
132292,10,5,0,7
132292,10,5,6,7
132292,10,6,0,7
132292,10,6,6,7
150744,10,2,0,7
150744,10,2,6,7
150744,10,3,1,7
150744,10,3,2,7
150744,10,3,4,7
150744,10,3,5,7
150744,10,5,0,7
150744,10,5,6,7
150744,10,6,0,7
150744,10,6,6,7
151402,10,2,0,7
151402,10,2,6,7
151402,10,3,0,7
151402,10,3,6,7
151402,10,5,1,7
151402,10,5,2,7
151402,10,5,4,7
151402,10,5,5,7
151402,10,6,0,7
151402,10,6,6,7
151450,10,2,0,7
151450,10,2,6,7
151450,10,3,0,7
151450,10,3,6,7
151450,10,5,0,7
151450,10,5,6,7
151450,10,6,1,7
151450,10,6,2,7
151450,10,6,4,7
151450,10,6,5,7
161793,10,2,0,7
161793,10,2,2,7
161793,10,3,0,7
161793,10,3,5,7
161793,10,3,6,7
161793,10,5,0,7
161793,10,5,5,7
161793,10,5,6,7
161793,10,6,0,7
161793,10,6,2,7
261248,10,1,5,7
261248,10,1,6,7
261248,10,3,0,7
261248,10,3,6,7
261248,10,4,0,7
261248,10,4,6,7
261248,10,5,1,7
261248,10,6,1,7
261248,10,6,4,7
261248,10,6,5,7
302882,10,1,4,7
302882,10,1,6,7
302882,10,2,0,7
302882,10,2,1,7
302882,10,2,6,7
302882,10,4,0,7
302882,10,4,1,7
302882,10,4,6,7
302882,10,5,4,7
302882,10,5,6,7
389238,10,1,2,7
389238,10,1,6,7
389238,10,3,0,7
389238,10,3,1,7
389238,10,3,5,7
389238,10,3,6,7
389238,10,5,1,7
389238,10,5,5,7
389238,10,6,0,7
389238,10,6,6,7
396196,10,1,2,7
396196,10,1,5,7
396196,10,2,5,7
396196,10,3,0,7
396196,10,3,6,7
396196,10,4,0,7
396196,10,4,6,7
396196,10,6,0,7
396196,10,6,1,7
396196,10,6,6,7
396200,10,1,2,7
396200,10,1,5,7
396200,10,2,5,7
396200,10,3,0,7
396200,10,3,6,7
396200,10,4,0,7
396200,10,4,6,7
396200,10,5,1,7
396200,10,6,1,7
396200,10,6,4,7
402700,10,1,2,7
402700,10,1,4,7
402700,10,3,0,7
402700,10,3,1,7
402700,10,3,5,7
402700,10,3,6,7
402700,10,5,1,7
402700,10,5,5,7
402700,10,6,0,7
402700,10,6,6,7
458730,10,1,1,7
458730,10,1,5,7
458730,10,3,1,7
458730,10,3,5,7
458730,10,4,1,7
458730,10,4,5,7
458730,10,5,0,7
458730,10,5,6,7
458730,10,6,0,7
458730,10,6,6,7
459805,10,1,1,7
459805,10,1,5,7
459805,10,3,0,7
459805,10,3,1,7
459805,10,3,5,7
459805,10,3,6,7
459805,10,5,0,7
459805,10,5,6,7
459805,10,6,0,7
459805,10,6,6,7
468922,10,1,1,7
468922,10,1,4,7
468922,10,2,1,7
468922,10,3,0,7
468922,10,3,6,7
468922,10,4,0,7
468922,10,4,6,7
468922,10,6,0,7
468922,10,6,5,7
468922,10,6,6,7
468926,10,1,1,7
468926,10,1,4,7
468926,10,2,1,7
468926,10,3,0,7
468926,10,3,6,7
468926,10,4,0,7
468926,10,4,6,7
468926,10,5,5,7
468926,10,6,2,7
468926,10,6,5,7
471672,10,1,1,7
471672,10,1,4,7
471672,10,1,5,7
471672,10,3,0,7
471672,10,3,1,7
471672,10,3,5,7
471672,10,3,6,7
471672,10,5,0,7
471672,10,6,0,7
471672,10,6,6,7
471968,10,1,1,7
471968,10,1,4,7
471968,10,1,5,7
471968,10,2,1,7
471968,10,3,0,7
471968,10,3,6,7
471968,10,4,0,7
471968,10,4,6,7
471968,10,6,5,7
471968,10,6,6,7
487971,10,1,1,7
487971,10,1,2,7
487971,10,1,5,7
487971,10,3,0,7
487971,10,3,1,7
487971,10,3,5,7
487971,10,3,6,7
487971,10,5,6,7
487971,10,6,0,7
487971,10,6,6,7
488126,10,1,1,7
488126,10,1,2,7
488126,10,1,5,7
488126,10,2,5,7
488126,10,3,0,7
488126,10,3,6,7
488126,10,4,0,7
488126,10,4,6,7
488126,10,6,0,7
488126,10,6,1,7
490112,10,1,1,7
490112,10,1,2,7
490112,10,1,4,7
490112,10,1,5,7
490112,10,3,0,7
490112,10,3,6,7
490112,10,4,0,7
490112,10,4,6,7
490112,10,6,0,7
490112,10,6,6,7
490151,10,1,1,7
490151,10,1,2,7
490151,10,1,4,7
490151,10,1,5,7
490151,10,3,0,7
490151,10,3,1,7
490151,10,3,5,7
490151,10,3,6,7
490151,10,6,0,7
490151,10,6,6,7
490249,10,1,1,7
490249,10,1,2,7
490249,10,1,4,7
490249,10,1,5,7
490249,10,2,0,7
490249,10,2,6,7
490249,10,4,0,7
490249,10,4,6,7
490249,10,5,0,7
490249,10,5,6,7
544059,10,1,0,7
544059,10,1,6,7
544059,10,4,0,7
544059,10,4,1,7
544059,10,4,5,7
544059,10,4,6,7
544059,10,6,1,7
544059,10,6,2,7
544059,10,6,4,7
544059,10,6,5,7
547410,10,1,0,7
547410,10,1,6,7
547410,10,3,0,7
547410,10,3,6,7
547410,10,4,0,7
547410,10,4,6,7
547410,10,6,1,7
547410,10,6,2,7
547410,10,6,4,7
547410,10,6,5,7
548003,10,1,0,7
548003,10,1,6,7
548003,10,3,0,7
548003,10,3,1,7
548003,10,3,5,7
548003,10,3,6,7
548003,10,5,1,7
548003,10,5,5,7
548003,10,6,0,7
548003,10,6,6,7
549087,10,1,0,7
549087,10,1,6,7
549087,10,2,6,7
549087,10,4,0,7
549087,10,4,1,7
549087,10,4,5,7
549087,10,4,6,7
549087,10,6,1,7
549087,10,6,2,7
549087,10,6,5,7
553530,10,1,0,7
553530,10,1,6,7
553530,10,2,1,7
553530,10,2,5,7
553530,10,4,1,7
553530,10,4,5,7
553530,10,5,0,7
553530,10,5,6,7
553530,10,6,0,7
553530,10,6,6,7
553671,10,1,0,7
553671,10,1,6,7
553671,10,2,1,7
553671,10,2,5,7
553671,10,4,0,7
553671,10,4,1,7
553671,10,4,5,7
553671,10,4,6,7
553671,10,6,2,7
553671,10,6,6,7
553672,10,1,0,7
553672,10,1,6,7
553672,10,2,1,7
553672,10,2,5,7
553672,10,4,0,7
553672,10,4,1,7
553672,10,4,5,7
553672,10,4,6,7
553672,10,6,2,7
553672,10,6,4,7
553674,10,1,0,7
553674,10,1,6,7
553674,10,2,1,7
553674,10,2,5,7
553674,10,4,0,7
553674,10,4,1,7
553674,10,4,5,7
553674,10,4,6,7
553674,10,6,0,7
553674,10,6,6,7
553675,10,1,0,7
553675,10,1,6,7
553675,10,2,1,7
553675,10,2,5,7
553675,10,4,0,7
553675,10,4,1,7
553675,10,4,5,7
553675,10,4,6,7
553675,10,6,0,7
553675,10,6,4,7
554362,10,1,0,7
554362,10,1,6,7
554362,10,2,1,7
554362,10,2,2,7
554362,10,2,4,7
554362,10,2,5,7
554362,10,5,0,7
554362,10,5,6,7
554362,10,6,0,7
554362,10,6,6,7
554376,10,1,0,7
554376,10,1,6,7
554376,10,2,1,7
554376,10,2,2,7
554376,10,2,4,7
554376,10,2,5,7
554376,10,4,0,7
554376,10,4,6,7
554376,10,5,0,7
554376,10,5,6,7
555408,10,1,0,7
555408,10,1,6,7
555408,10,2,0,7
555408,10,4,0,7
555408,10,4,1,7
555408,10,4,5,7
555408,10,4,6,7
555408,10,6,1,7
555408,10,6,4,7
555408,10,6,5,7
556148,10,1,0,7
556148,10,1,6,7
556148,10,2,0,7
556148,10,2,6,7
556148,10,5,1,7
556148,10,5,2,7
556148,10,5,4,7
556148,10,5,5,7
556148,10,6,0,7
556148,10,6,6,7
556464,10,1,0,7
556464,10,1,6,7
556464,10,2,0,7
556464,10,2,6,7
556464,10,4,1,7
556464,10,4,2,7
556464,10,4,4,7
556464,10,4,5,7
556464,10,5,0,7
556464,10,5,6,7
556555,10,1,0,7
556555,10,1,6,7
556555,10,2,0,7
556555,10,2,6,7
556555,10,4,0,7
556555,10,4,6,7
556555,10,5,1,7
556555,10,5,2,7
556555,10,5,4,7
556555,10,5,5,7
556634,10,1,0,7
556634,10,1,6,7
556634,10,2,0,7
556634,10,2,6,7
556634,10,4,0,7
556634,10,4,1,7
556634,10,4,5,7
556634,10,4,6,7
556634,10,6,1,7
556634,10,6,5,7
556845,10,1,0,7
556845,10,1,6,7
556845,10,2,0,7
556845,10,2,6,7
556845,10,3,1,7
556845,10,3,5,7
556845,10,5,1,7
556845,10,5,5,7
556845,10,6,0,7
556845,10,6,6,7
556857,10,1,0,7
556857,10,1,6,7
556857,10,2,0,7
556857,10,2,6,7
556857,10,3,1,7
556857,10,3,5,7
556857,10,4,1,7
556857,10,4,5,7
556857,10,6,1,7
556857,10,6,5,7
564537,10,1,0,7
564537,10,1,5,7
564537,10,1,6,7
564537,10,3,0,7
564537,10,3,6,7
564537,10,4,0,7
564537,10,4,6,7
564537,10,5,1,7
564537,10,6,1,7
564537,10,6,4,7
567738,10,1,0,7
567738,10,1,4,7
567738,10,3,0,7
567738,10,3,1,7
567738,10,3,5,7
567738,10,3,6,7
567738,10,5,1,7
567738,10,5,5,7
567738,10,6,0,7
567738,10,6,6,7
588809,10,1,0,7
588809,10,1,2,7
588809,10,2,0,7
588809,10,2,5,7
588809,10,2,6,7
588809,10,4,0,7
588809,10,4,5,7
588809,10,4,6,7
588809,10,5,0,7
588809,10,5,2,7
598216,10,1,0,7
598216,10,1,1,7
598216,10,3,0,7
598216,10,3,6,7
598216,10,4,0,7
598216,10,4,6,7
598216,10,5,5,7
598216,10,6,1,7
598216,10,6,2,7
598216,10,6,5,7
604074,10,1,0,7
604074,10,1,1,7
604074,10,1,6,7
604074,10,3,0,7
604074,10,3,6,7
604074,10,4,0,7
604074,10,4,6,7
604074,10,5,5,7
604074,10,6,2,7
604074,10,6,5,7
661080,10,0,6,7
661080,10,2,0,7
661080,10,2,6,7
661080,10,3,0,7
661080,10,3,6,7
661080,10,5,0,7
661080,10,5,6,7
661080,10,6,0,7
661080,10,6,2,7
661080,10,6,5,7
668921,10,0,6,7
668921,10,1,6,7
668921,10,4,0,7
668921,10,4,1,7
668921,10,4,5,7
668921,10,4,6,7
668921,10,6,0,7
668921,10,6,1,7
668921,10,6,4,7
668921,10,6,5,7
673485,10,0,6,7
673485,10,1,6,7
673485,10,3,0,7
673485,10,4,1,7
673485,10,4,5,7
673485,10,4,6,7
673485,10,6,0,7
673485,10,6,1,7
673485,10,6,4,7
673485,10,6,5,7
673635,10,0,6,7
673635,10,1,6,7
673635,10,3,0,7
673635,10,4,0,7
673635,10,4,5,7
673635,10,4,6,7
673635,10,6,0,7
673635,10,6,1,7
673635,10,6,4,7
673635,10,6,5,7
673979,10,0,6,7
673979,10,1,6,7
673979,10,3,0,7
673979,10,3,6,7
673979,10,4,0,7
673979,10,4,6,7
673979,10,6,0,7
673979,10,6,1,7
673979,10,6,4,7
673979,10,6,5,7
673988,10,0,6,7
673988,10,1,6,7
673988,10,3,0,7
673988,10,3,6,7
673988,10,4,0,7
673988,10,4,6,7
673988,10,5,1,7
673988,10,6,1,7
673988,10,6,4,7
673988,10,6,5,7
674005,10,0,6,7
674005,10,1,6,7
674005,10,3,0,7
674005,10,3,6,7
674005,10,4,0,7
674005,10,4,5,7
674005,10,6,0,7
674005,10,6,1,7
674005,10,6,4,7
674005,10,6,5,7
683276,10,0,6,7
683276,10,1,6,7
683276,10,2,0,7
683276,10,2,1,7
683276,10,2,5,7
683276,10,4,1,7
683276,10,4,5,7
683276,10,5,0,7
683276,10,5,6,7
683276,10,6,6,7
683296,10,0,6,7
683296,10,1,6,7
683296,10,2,0,7
683296,10,2,1,7
683296,10,2,5,7
683296,10,4,0,7
683296,10,4,5,7
683296,10,5,0,7
683296,10,5,6,7
683296,10,6,6,7
683304,10,0,6,7
683304,10,1,6,7
683304,10,2,0,7
683304,10,2,1,7
683304,10,2,5,7
683304,10,4,0,7
683304,10,4,1,7
683304,10,4,5,7
683304,10,5,6,7
683304,10,6,6,7
689953,10,0,6,7
689953,10,1,5,7
689953,10,3,0,7
689953,10,3,6,7
689953,10,4,0,7
689953,10,4,6,7
689953,10,5,1,7
689953,10,6,1,7
689953,10,6,4,7
689953,10,6,5,7
696644,10,0,6,7
696644,10,1,5,7
696644,10,2,0,7
696644,10,2,5,7
696644,10,3,0,7
696644,10,3,6,7
696644,10,5,2,7
696644,10,5,6,7
696644,10,6,0,7
696644,10,6,1,7
760118,10,0,6,7
760118,10,1,0,7
760118,10,1,6,7
760118,10,4,0,7
760118,10,4,1,7
760118,10,4,5,7
760118,10,4,6,7
760118,10,6,0,7
760118,10,6,1,7
760118,10,6,4,7
760361,10,0,6,7
760361,10,1,0,7
760361,10,1,6,7
760361,10,3,6,7
760361,10,4,0,7
760361,10,4,6,7
760361,10,5,1,7
760361,10,5,4,7
760361,10,6,1,7
760361,10,6,4,7
761324,10,0,6,7
761324,10,1,0,7
761324,10,1,6,7
761324,10,3,0,7
761324,10,4,1,7
761324,10,4,5,7
761324,10,4,6,7
761324,10,6,0,7
761324,10,6,1,7
761324,10,6,4,7
761386,10,0,6,7
761386,10,1,0,7
761386,10,1,6,7
761386,10,3,0,7
761386,10,4,0,7
761386,10,4,5,7
761386,10,4,6,7
761386,10,6,0,7
761386,10,6,1,7
761386,10,6,4,7
761525,10,0,6,7
761525,10,1,0,7
761525,10,1,6,7
761525,10,3,0,7
761525,10,3,6,7
761525,10,4,0,7
761525,10,4,6,7
761525,10,6,0,7
761525,10,6,1,7
761525,10,6,4,7
761529,10,0,6,7
761529,10,1,0,7
761529,10,1,6,7
761529,10,3,0,7
761529,10,3,6,7
761529,10,4,0,7
761529,10,4,6,7
761529,10,5,1,7
761529,10,6,1,7
761529,10,6,4,7
761537,10,0,6,7
761537,10,1,0,7
761537,10,1,6,7
761537,10,3,0,7
761537,10,3,6,7
761537,10,4,0,7
761537,10,4,5,7
761537,10,6,0,7
761537,10,6,1,7
761537,10,6,4,7
762891,10,0,6,7
762891,10,1,0,7
762891,10,1,6,7
762891,10,2,1,7
762891,10,2,5,7
762891,10,4,1,7
762891,10,4,5,7
762891,10,5,0,7
762891,10,5,6,7
762891,10,6,6,7
762892,10,0,6,7
762892,10,1,0,7
762892,10,1,6,7
762892,10,2,1,7
762892,10,2,5,7
762892,10,4,1,7
762892,10,4,5,7
762892,10,5,0,7
762892,10,5,6,7
762892,10,6,0,7
762918,10,0,6,7
762918,10,1,0,7
762918,10,1,6,7
762918,10,2,1,7
762918,10,2,5,7
762918,10,4,0,7
762918,10,4,5,7
762918,10,5,0,7
762918,10,5,6,7
762918,10,6,6,7
762931,10,0,6,7
762931,10,1,0,7
762931,10,1,6,7
762931,10,2,1,7
762931,10,2,5,7
762931,10,4,0,7
762931,10,4,1,7
762931,10,4,5,7
762931,10,6,0,7
762931,10,6,4,7
762933,10,0,6,7
762933,10,1,0,7
762933,10,1,6,7
762933,10,2,1,7
762933,10,2,5,7
762933,10,4,0,7
762933,10,4,1,7
762933,10,4,5,7
762933,10,5,6,7
762933,10,6,6,7
763559,10,0,6,7
763559,10,1,0,7
763559,10,1,6,7
763559,10,2,0,7
763559,10,2,5,7
763559,10,4,1,7
763559,10,4,5,7
763559,10,5,0,7
763559,10,5,6,7
763559,10,6,6,7
763577,10,0,6,7
763577,10,1,0,7
763577,10,1,6,7
763577,10,2,0,7
